page,type,notation,context
353,scale_degrees,"3
3
3
3",Perc. D. S. E. Pno. ∑ ∑ œ# œ# œ œ œ œ œ œ (legato) ∑ w # ’ ’ ’ ’ w # ∑ w w # ¿¿¿¿ ¿¿¿¿ ¿¿¿¿ ¿ ¿ ¿ ¿ 3 3 3 3 ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ 3 3 3 3 ∑ w ’ ’ ’ ’ (tremolo for four bars) œ œ œ œ œ œ œ œ ∑ w Ó Œ
353,scale_degrees,"3
3
3
3",œ œ œ œ œ (legato) ∑ w # ’ ’ ’ ’ w # ∑ w w # ¿¿¿¿ ¿¿¿¿ ¿¿¿¿ ¿ ¿ ¿ ¿ 3 3 3 3 ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ 3 3 3 3 ∑ w ’ ’ ’ ’ (tremolo for four bars) œ œ œ œ œ œ œ œ ∑ w Ó Œ x 114 œ œ œ œ œ œ œ œ ‰ jœ x x x
353,scale_degrees,"3
3
3",sus P p f P P ∑ ∑ œ# œ# œ œ œ œ œ# œ œ œ œ ∑ ˙ Œ ‰ ≈œ# œ ’ ’ ’ ’ ˙ Ó ∑ ˙ Ó ˙ ¿¿ ¿¿ ¿¿¿ ¿ ¿¿¿¿ ‰ ≈œœ 3 3 3 ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ Œ 3 3 3 ∑ ˙ ’ ’ ’ ’ œ œ œ œ œ œ œ œ œ œ œ ∑ w ∑ 115 x œ œ œ œ œ œ x x x x P
353,scale_degrees,"3
3
3",œ œ œ œ# œ œ œ œ ∑ ˙ Œ ‰ ≈œ# œ ’ ’ ’ ’ ˙ Ó ∑ ˙ Ó ˙ ¿¿ ¿¿ ¿¿¿ ¿ ¿¿¿¿ ‰ ≈œœ 3 3 3 ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ Œ 3 3 3 ∑ ˙ ’ ’ ’ ’ œ œ œ œ œ œ œ œ œ œ œ ∑ w ∑ 115 x œ œ œ œ œ œ x x x x P ∑ ∑ œ- ‰ Jœ- ˙ ∑ œ- ‰ Jœ-
353,scale_degrees,"3
3
3",∑ ’ ’ ’ ’ ∑ 117 ’ ’ ’ ’ ∑ ∑ ∑ ∑ œ# ‰ Jœ œ ’ ’ ’ .˙# ∑ ∑ ∑ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ 3 3 3 ∑ œ œ œ ‰ jœ œ Û Û Û‰ J Û ≈ R Û ‰ Û Û Û‰ J Û ≈ R Û ‰ ∑ ’ ’ ’ ∑ 118 Û ‰ J Û Û C#-11 B-11 B-11 p
358,scale_degrees,"3
3
3",Œ œ œ# œ œ œ# œ 3 3 œ œ œ œ œ œ ˙ 3 3 œ œ œ œ œ œ ˙ 3 3 Ó œ œ œ 3 Ó œ œ œ 3 ∑ ∑ ∑ œ œ œ œ œ œ œ œ œ 3 3 3 ∑ 142 ’ ’ ’ ’ fill N.C. N.C. f f f f f f f f f f f œ œ œ œ œ œ œ œ ’ ’ ’ ’ (solo) w w w œ œ ‰
358,scale_degrees,"3
3
3
3",‰ jœ œ œ œ œ œ œ œ œ œ (as written) œ œ œ œ œ œ œ œ (as written) (organ) ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ impro. on chimes & bells 143 x x x x œ œ œ œ œ ‰ Jœ œ œ (open hi hat) ( climax secti
359,scale_degrees,"3
3
3
3",œ œ œ# 3 w w œ œ ‰ jœ ˙ œœ œ œœœ œ œ œ œ œ œ 3 3 œœ œ œœœ œ œ œ œ œ œ 3 3 ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ 144 x x œæ œæ œ œ œ œ œ Ó ˙ Ó ’ ’ ’ ’ .˙ ‰ ≈œ# œ w w # œœœ ‰ Jœ ‰ Jœ œ .˙ ‰≈œ# œ w w
359,scale_degrees,"3
3
3
3",w # w w w œœœ ‰ Jœ ‰ Jœ œ œ œ œ œ œ œ œ œ œ œ 3 3 œ œ œ œ œ œ œ œ œ œ 3 3 ∑ œ œ œ œ œ œ œ œ œ œœ œ 3 3 3 3 ’ ’ ’ ’ 145 x x x x œ œœœ œ ‰ Jœ œ œ B@13 ∑ ’ ’ ’ ’ ˙# œ œ œ œ œ œb œ ˙ œ œ œ œ œn œb œn œ#
359,scale_degrees,"3
3
3
3",œ ‰ Jœ œ Œ œ œ œ ‰ Jœ œ Œ œ œ œ ‰ Jœ œ Œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ œ œ œb 3 3 3 3 ’ ’ ’ ’ 146 ’ ’ x x œ œ œ œ œ Sim. ∑ ’ ’ ’ ’ .˙ ‰ Jœ w Ó Œ ‰ Jœ ’ ’ ’ œb (air noise) ∑ w w w
360,scale_degrees,"3
3
3
3",˙ œ ‰ Jœ ˙ ∑ œ ‰ Jœ ˙ œ ‰ Jœ ˙ œ ‰ Jœ ˙ ∑ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ 150 x x x x œ œ œœ œ ‰ Jœ œ œ d@9(#11) F@9(#11) f@9(#11) f f f ∑ ’ ’ ’ ’ œ œ# œ œ œ
360,scale_degrees,"3
3
3
3",n .˙ œ œ .˙ œ œ ∑ .˙ œ œ .˙ œ œ .˙ œ œb ∑ œ œ œ œ œ œ œœœ œ œ œ œ œ œ œœœ ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ 151 ’ ’ x x œ œœœ œ Sim. ∑ ’ ’ ’ ’ w .œ Jœ .œ Jœ .œ Jœ .œ Jœ ∑ w .œ jœ .œ jœ .œ jœ .
360,scale_degrees,"3
3
3
3",œ .œ J œ .œ Jœ .œ Jœ .œ Jœb .œ Jœ ∑ œb œb œ œ œb œ œ œ œb œ œ œ œb œ œ œ ∑ œb œ œb œ œ œ œ œœ œœ œ 3 3 3 3 ’ ’ ’ ’ 152 ’ ’ ’ ’ c@13 Eb@13 Eb@13 ∑ ’ ’ ’ ’ œ ‰ ≈œb œ œ œ œ 3 œ ‰ ≈œb œn œ œ œn 3 œ ‰ ≈œb
360,scale_degrees,"3
3
3
3",b œ œ œ œ 3 ∑ ˙ œb œb œb 3 ˙ Ó ˙ Ó ∑ œb œb œ œ œb œ œœ œ œb œ œ œ œb œ œœ œ ∑ œb œ œb œœ œ œœœœ œ œ 3 3 3 3 ’ ’ ’ ’ 153 x x xæ xæ œ œ œœ œ Ó F F > > > > > > > > > > > > > > > > > > > > > > > > > > > >
361,scale_degrees,"3
3
3
3",w # w œ œ ‰ Jœ ˙ œ œ ‰ Jœ ˙ œ œ ‰ Jœ ˙ ∑ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ 154 x x x x œ œ œ œ œ ‰ Jœ œ œ E@7(#11) G@9(#11) G@9(#11) ∑ ’ ’ ’ ’ w w (vary trill
361,scale_degrees,"3
3
3
3",eed) w (vary trill speed) w w w w œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ 155 ’ ’ ’ ’ F ∑ ’ ’ ’ ’ .˙ Œ .˙ œ .˙ Œ œ œ œ œ œ œ œ œ .˙ Œ .˙ œ .˙ œ .˙ œ# .˙ œ .˙
361,scale_degrees,"3
3
3
3",.˙ Œ .˙ œ .˙ œ .˙ œ# .˙ œ .˙ Œ .˙ Œ .˙ Œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ œ ∑ œ œ œ œ œ œ œ œ œ œ œ œ 3 3 3 3 ’ ’ ’ ’ 156 ’ ’ ’ ’ fill f f f f f ∑ .Û J Û .Û ≈Û Û 3 .œ# Jœ .œ ≈œ œ 3 .œ Jœ .œ ≈œ œ 3 .œ Jœ
363,interval,A7,‰ Jœ ˙ œ ‰ Jœ ˙ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ Jœ ˙ ∑ 165 Û ‰ J Û | A7sus C7sus C7sus w ’ ’ ’ ’ w w w ∑ w ’ ’ ’ ’ w w w w w w ’
363,interval,d7,’ w w w w w w ’ ’ ’ ’ ’ ’ ’ ’ ∑ ’ ’ ’ ’ ’ ’ ’ ’ 168 ’ ’ ’ ’ d7sus w ’ ’ ’ ’ w ’ ’ ’ ’ w w w ’ ’ ’ ’ w w w w w w ’ ’ ’ ’
374,interval,A7,Û Û ’ œœœ œœœb œœœb ’ œ œ œb œ œ ˙b ‰ Jœ œ œ œ œ 51 ’ x x œ A7sus G-7 Eb@7 A7sus A7sus ∑ ’ ’ ’ ’ Œ œ œb œn œb œn œ Œ Ó ˙
374,interval,A7,œœœb ’ œ œ œb œ œ ˙b ‰ Jœ œ œ œ œ 51 ’ x x œ A7sus G-7 Eb@7 A7sus A7sus ∑ ’ ’ ’ ’ Œ œ œb œn œb œn œ Œ Ó ˙ Œ œb ∑ ∑ ∑ ˙ Œ
374,interval,A7,œ œ œb œ œ ˙b ‰ Jœ œ œ œ œ 51 ’ x x œ A7sus G-7 Eb@7 A7sus A7sus ∑ ’ ’ ’ ’ Œ œ œb œn œb œn œ Œ Ó ˙ Œ œb ∑ ∑ ∑ ˙ Œ œ ∑ ∑
385,interval,d7,’ ’ ’ ’ ’ ’ ’ ’ w œ œ œ œ œ œ œ œ ’ ’ ’ ’ 117 ’ ’ ’ ’ Fill d7 F F F ÖÜopen ∑ œ œ œ œ œ œ œ œ œ œ# œ œ œ œ œ œ œ œ œ œ ∑
394,interval,A7,∑ ∑ ∑ ∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ ∑ 174 ’ ’ ’ Fill B7sus A7sus A7sus A7sus   MEKONG (RIVER OF SOULS) 32 378
394,interval,A7,∑ ∑ ∑ ’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ ∑ 174 ’ ’ ’ Fill B7sus A7sus A7sus A7sus   MEKONG (RIVER OF SOULS) 32 378
394,interval,A7,’ ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ ∑ 174 ’ ’ ’ Fill B7sus A7sus A7sus A7sus   MEKONG (RIVER OF SOULS) 32 378
410,interval,A7,.Û J Û | .Û J Û | ∑ .œ Jœ ˙ .œ Jœ œ œ œ 259 ’ ’ ’ ’ .œ jœ ˙ A7sus GH A7sus GH ˙ ‰ jœ œ œ ˙ Ó Ó ‰ Jœn œ# œ ˙ ‰ jœ œ œ w ∑
410,interval,A7,.Û J Û | ∑ .œ Jœ ˙ .œ Jœ œ œ œ 259 ’ ’ ’ ’ .œ jœ ˙ A7sus GH A7sus GH ˙ ‰ jœ œ œ ˙ Ó Ó ‰ Jœn œ# œ ˙ ‰ jœ œ œ w ∑ ∑ ∑ w ∑
413,scale_degrees,"3
3
3
3",w ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ œ œ 3 3 œ œ œ œ œ œ 3 3 ∑ afro cuban pattern 283 x ‰ x ‰ x œ x x œ x œ œ 3 3 3 3 x x x x A7sus/d A7sus/d q=120  (Afro-Cuban) F f > > > > > > > > > > > > > > > > > > > > > >
413,interval,A7,o cuban pattern 283 x ‰ x ‰ x œ x x œ x œ œ 3 3 3 3 x x x x A7sus/d A7sus/d q=120  (Afro-Cuban) F f > > > > > > > > > >
413,interval,A7,pattern 283 x ‰ x ‰ x œ x x œ x œ œ 3 3 3 3 x x x x A7sus/d A7sus/d q=120  (Afro-Cuban) F f > > > > > > > > > > > > > >
414,scale_degrees,"3
3
3
3",w w w œ œ œ œ œ œ 3 3 ’ ’ ’ ’ ’ ’ ’ ’ œ œ œ œ œ œ 3 3 œ œ œ œ œ œ 3 3 ∑ 284 x ‰ x ‰ x œ x x œ x œ x 3 3 3 3 x x x x F Ó œ œ œ oh my ˙ Ó ˙ œ# œ œ ˙ œ œ œ ˙ wn ˙ ˙ ˙ ˙ ˙ ˙ œ œ œ ˙ œ œ œ œ œ œ 3 3 ’ ’ œ
415,interval,A7,Û Û Û Û Û ∑ Û Û Û Û Û ’ ’ ’ ’ 294 ’ ’ ’ ’ œ .œ jœ œ F@7 G@9 A7sus Eb@7 F@9 G7sus Eb@7 F@9 G7sus P ˙ ‰ œ œ œ 3 last ti me
417,interval,A7,J Û | ’ ’ ’ ’ .Û J Û | ’ ’ ’ ’ 307 ’ ’ ’ ’ .œ jœ œ ‰ œ œ 3 A7sus4 B-7 G7sus4 A-7 G7sus4 A-7 - - > > > > > > > > > > > >
418,scale_degrees,"3
3
3",œ œn 3 .˙ ‰ œ œ 3 .˙ ‰ œ œ 3 œ ‰ œ ‰ œ œ œ Œ 3 3 ∑ ∑ ∑ ∑ .˙ ‰ œ œ 3 .˙ Œ .˙ Œ œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ‰ œ œ 3 ’ ’ ’ ‰ œ œ 3 ’ ’ ’ ’ 312 ’ ’ ’ ’ ˙ .œ Jœ must say my ’ ’ ’ ‰ J
421,scale_degrees,"3
3
3",’ ’ ’ ’ ’ ’ ’ .œ jœ ˙ ˙ ˙ 327 ’ ’ ’ ’ F#-7 ∑ ’ ’ ’ ’ (solo) ’ ’ ’ ’ (solo) w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w w ∑ w w ∑ ∑ œb ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ’ ’ ’ ’ (distort. solo) ’ ’ ’ ’ ’ ’ ’ ’ ∑ ’ ’ ’ ’ (b
421,scale_degrees,"3
3
3",∑ ’ ’ ’ ’ (solo) ’ ’ ’ ’ (solo) w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w w ∑ w w ∑ ∑ œb ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ’ ’ ’ ’ (distort. solo) ’ ’ ’ ’ ’ ’ ’ ’ ∑ ’ ’ ’ ’ (back to congas) 328 ’ ’ ’ ’ (two bar fill)
421,scale_degrees,"3
3
3",’ ’ ’ ’ ’ ’ ’ ’ ’ ’ Ó Œ ‰ Jœ ’ ’ ’ ’ 329 ’ ’ ’ ’ f ƒ ˙ œ œ œ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰
421,scale_degrees,"3
3
3",’ ’ 329 ’ ’ ’ ’ f ƒ ˙ œ œ œ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ œ ’
421,scale_degrees,"3
3
3",’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3
421,scale_degrees,"3
3
3",œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ œ ’ ’ ’ ’
421,scale_degrees,"3
3
3",‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ œ ’ ’ ’ ’ 330 ’ ’ ’ ’ D7sus4 A7sus4
421,scale_degrees,"3
3
3",œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ œ ’ ’ ’ ’ 330 ’ ’ ’ ’ D7sus4 A7sus4 C7sus4 C7sus4 f f f f ˙ ˙ ’ ’ ’ ’ ’ ’ ’ ’ ∑
421,scale_degrees,"3
3
3",’ ’ ’ ’ 330 ’ ’ ’ ’ D7sus4 A7sus4 C7sus4 C7sus4 f f f f ˙ ˙ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰
421,scale_degrees,"3
3
3",4 C7sus4 C7sus4 f f f f ˙ ˙ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ ˙ ’ ’ ’
421,scale_degrees,"3
3
3",’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3
421,scale_degrees,"3
3
3",œ ‰ ‰ jœ 3 3 3 ∑ w w œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ ˙ ’ ’ ’ ’ 331 ’ ’
421,scale_degrees,"3
3
3",‰ œ œ œ ‰ ‰ jœ 3 3 3 w œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ ˙ ’ ’ ’ ’ 331 ’ ’ ’ ’ ~~~ ~~~~~~~ ~~~~~~~~~
421,scale_degrees,"3
3
3",‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ ˙ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ ˙ ’ ’ ’ ’ 331 ’ ’ ’ ’ ~~~ ~~~~~~~ ~~~~~~~~~ ~~~~~~~~ > > > > > > > > > > > > > > > >
421,interval,A7,Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ œ ’ ’ ’ ’ 330 ’ ’ ’ ’ D7sus4 A7sus4 C7sus4 C7sus4 f f f f ˙ ˙ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ
422,scale_degrees,"3
3
3",bn. 1 Tbn. 2 Tbn. 3 B. Tbn. Gtr. E.B. Perc. D. S. Pno. ˙ œ œ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ∑ ∑ œn ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰
422,scale_degrees,"3
3
3",E.B. Perc. D. S. Pno. ˙ œ œ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ∑ ∑ œn ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ
422,scale_degrees,"3
3
3",œ ’ ’ ’ ’ ’ ’ ’ ’ ∑ œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ∑ ∑ œn ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ
422,scale_degrees,"3
3
3",œ œ œ ‰ ‰ Jœ 3 3 3 ∑ ∑ œn ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ ’ ’ ’
422,scale_degrees,"3
3
3",œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3
422,scale_degrees,"3
3
3",œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ ’ ’ ’ ’ 332
422,scale_degrees,"3
3
3",œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ ’ ’ ’ ’ 332 ’ ’ ’ ’ E-11/d B-11/a D-11
422,scale_degrees,"3
3
3",J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ˙ œ œ ’ ’ ’ ’ Û ‰ Û ‰ Û Û Û ‰ ‰ J Û 3 3 3 ’ ’ ’ ’ ˙ œ œ ’ ’ ’ ’ 332 ’ ’ ’ ’ E-11/d B-11/a D-11/c D-11/c ƒ ƒ ƒ ƒ ƒ ƒ ƒ œ œ œ ˙ ’ ’ ’ ’ ’
422,scale_degrees,"3
3
3",332 ’ ’ ’ ’ E-11/d B-11/a D-11/c D-11/c ƒ ƒ ƒ ƒ ƒ ƒ ƒ œ œ œ ˙ ’ ’ ’ ’ ’ ’ ’ ’ œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ∑ œ ‰ œ ‰ œ œ œ ‰ œ œ# 3 3 œn ‰ œ ‰ œ œ œ ‰ œ œn 3 3 œ ‰ œ ‰ œ œ œ
422,scale_degrees,"3
3
3",D-11/c D-11/c ƒ ƒ ƒ ƒ ƒ ƒ ƒ œ œ œ ˙ ’ ’ ’ ’ ’ ’ ’ ’ œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ∑ œ ‰ œ ‰ œ œ œ ‰ œ œ# 3 3 œn ‰ œ ‰ œ œ œ ‰ œ œn 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ
422,scale_degrees,"3
3
3",‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 ∑ œ ‰ œ ‰ œ œ œ ‰ œ œ# 3 3 œn ‰ œ ‰ œ œ œ ‰ œ œn 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ jœ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ J œ 3 3 3 œ ‰ œ ‰ œ œ œ ‰ ‰ Jœ 3 3 3 œ ‰ œ ‰ œ œ
